Entity,crop,avg_act_to_att_yield
Tajikistan,soybean,0.1
Tajikistan,cassava,
Tajikistan,oilpalm,
Tajikistan,sugarbeet,
Tajikistan,sugarcane,
Tanzania,oilpalm,0.77
Tanzania,sunflower,0.69
Tanzania,barley,0.57
Tanzania,sugarcane,0.54
Tanzania,millet,0.48
Tanzania,groundnut,0.43
Tanzania,soybean,0.41
Tanzania,cassava,0.38
Tanzania,potato,0.34
Tanzania,rice,0.34
Tanzania,maize,0.29
Tanzania,cotton,0.26
Tanzania,sorghum,0.25
Tanzania,wheat,0.23
Tanzania,rye,
Tanzania,rapeseed,
Tanzania,sugarbeet,
Thailand,cassava,1
Thailand,maize,1
Thailand,oilpalm,0.98
Thailand,sorghum,0.95
Thailand,cotton,0.8
Thailand,sugarcane,0.77
Thailand,groundnut,0.75
Thailand,potato,0.69
Thailand,soybean,0.68
Thailand,rice,0.67
Thailand,sunflower,0.59
Thailand,wheat,0.25
Thailand,rapeseed,
Thailand,barley,
Thailand,millet,
Thailand,rye,
Thailand,sugarbeet,
Togo,millet,0.59
Togo,oilpalm,0.54
Togo,sorghum,0.52
Togo,cotton,0.5
Togo,rice,0.46
Togo,groundnut,0.37
Togo,maize,0.33
Togo,cassava,0.29
Togo,soybean,0.19
Togo,sugarcane,
Togo,wheat,
Togo,potato,
Togo,sugarbeet,
Togo,barley,
Togo,rapeseed,
Togo,sunflower,
Togo,rye,
Tonga,groundnut,
Tonga,cassava,
Tonga,barley,
Tonga,wheat,
Tonga,rapeseed,
Tonga,cotton,
Tonga,millet,
Tonga,sugarcane,
Tonga,sugarbeet,
Tonga,sunflower,
Tonga,sorghum,
Tonga,potato,
Tonga,rice,
Tonga,rye,
Tonga,oilpalm,
Tonga,soybean,
Tonga,maize,
Trinidad and Tobago,maize,0.7
Trinidad and Tobago,cassava,0.33
Trinidad and Tobago,rice,0.2
Trinidad and Tobago,barley,
Trinidad and Tobago,cotton,
Trinidad and Tobago,potato,
Trinidad and Tobago,rapeseed,
Trinidad and Tobago,oilpalm,
Trinidad and Tobago,sugarcane,
Trinidad and Tobago,wheat,
Trinidad and Tobago,sorghum,
Trinidad and Tobago,sunflower,
Trinidad and Tobago,rye,
Trinidad and Tobago,millet,
Trinidad and Tobago,soybean,
Trinidad and Tobago,groundnut,
Trinidad and Tobago,sugarbeet,
Tunisia,sugarbeet,0.82
Tunisia,wheat,0.54
Tunisia,sunflower,0.5
Tunisia,potato,0.5
Tunisia,barley,0.44
Tunisia,rapeseed,0.33
Tunisia,cotton,0.18
Tunisia,sorghum,0.12
Tunisia,cassava,
Tunisia,maize,
Tunisia,millet,
Tunisia,groundnut,
Tunisia,rice,
Tunisia,oilpalm,
Tunisia,rye,
Tunisia,soybean,
Tunisia,sugarcane,
Turkey,soybean,1
Turkey,rapeseed,1
Turkey,cotton,0.98
Turkey,sunflower,0.98
Turkey,millet,0.98
Turkey,groundnut,0.96
Turkey,sugarbeet,0.91
Turkey,maize,0.91
Turkey,rice,0.86
Turkey,potato,0.84
Turkey,sorghum,0.83
Turkey,rye,0.78
Turkey,barley,0.73
Turkey,wheat,0.57
Turkey,sugarcane,
Turkey,oilpalm,
Turkey,cassava,
Uganda,millet,0.84
Uganda,sugarcane,0.73
Uganda,sunflower,0.66
Uganda,maize,0.54
Uganda,wheat,0.39
Uganda,cotton,0.39
Uganda,rice,0.37
Uganda,cassava,0.31
Uganda,groundnut,0.29
Uganda,sorghum,0.28
Uganda,soybean,0.22
Uganda,potato,0.2
Uganda,sugarbeet,
Uganda,barley,
Uganda,rapeseed,
Uganda,oilpalm,
Uganda,rye,
Ukraine,sunflower,0.99
Ukraine,millet,0.77
Ukraine,sugarbeet,0.72
Ukraine,rapeseed,0.7
Ukraine,soybean,0.7
Ukraine,sorghum,0.66
Ukraine,maize,0.62
Ukraine,barley,0.59
Ukraine,rice,0.58
Ukraine,wheat,0.57
Ukraine,potato,0.52
Ukraine,rye,0.44
Ukraine,oilpalm,
Ukraine,cotton,
Ukraine,sugarcane,
Ukraine,cassava,
Ukraine,groundnut,
United Arab Emirates,wheat,0.65
United Arab Emirates,groundnut,
United Arab Emirates,barley,
United Arab Emirates,sugarcane,
United Arab Emirates,oilpalm,
United Arab Emirates,cotton,
United Arab Emirates,cassava,
United Arab Emirates,maize,
United Arab Emirates,rapeseed,
United Arab Emirates,rye,
United Arab Emirates,sugarbeet,
United Arab Emirates,potato,
United Arab Emirates,sorghum,
United Arab Emirates,soybean,
United Arab Emirates,rice,
United Arab Emirates,millet,
United Arab Emirates,sunflower,
United Kingdom,sugarbeet,0.98
United Kingdom,rapeseed,0.97
United Kingdom,wheat,0.95
United Kingdom,potato,0.94
United Kingdom,barley,0.9
United Kingdom,rye,0.78
United Kingdom,maize,
United Kingdom,rice,
United Kingdom,groundnut,
United Kingdom,sorghum,
United Kingdom,sugarcane,
United Kingdom,cotton,
United Kingdom,sunflower,
United Kingdom,millet,
United Kingdom,oilpalm,
United Kingdom,soybean,
United Kingdom,cassava,
United States,groundnut,1
United States,rice,1
United States,potato,1
United States,sugarbeet,0.99
United States,barley,0.98
United States,maize,0.97
United States,soybean,0.97
United States,sunflower,0.95
United States,rapeseed,0.92
United States,millet,0.87
United States,sugarcane,0.85
United States,sorghum,0.84
United States,cotton,0.71
United States,wheat,0.7
United States,rye,0.35
United States,cassava,
United States,oilpalm,
Uruguay,rice,1
Uruguay,potato,0.92
Uruguay,barley,0.91
Uruguay,rapeseed,0.78
Uruguay,sorghum,0.74
Uruguay,soybean,0.74
Uruguay,wheat,0.73
Uruguay,maize,0.67
Uruguay,sunflower,0.65
Uruguay,sugarcane,0.58
Uruguay,groundnut,0.15
Uruguay,cassava,
Uruguay,millet,
Uruguay,rye,
Uruguay,cotton,
Uruguay,oilpalm,
Uruguay,sugarbeet,
Venezuela,groundnut,1
Venezuela,sorghum,0.96
Venezuela,rice,0.93
Venezuela,maize,0.88
Venezuela,potato,0.81
Venezuela,cotton,0.71
Venezuela,oilpalm,0.66
Venezuela,cassava,0.66
Venezuela,sugarcane,0.66
Venezuela,wheat,0.65
Venezuela,soybean,0.57
Venezuela,sunflower,0.56
Venezuela,sugarbeet,0.28
Venezuela,rapeseed,
Venezuela,barley,
Venezuela,rye,
Venezuela,millet,
Vietnam,cassava,1
Vietnam,rice,0.99
Vietnam,maize,0.97
Vietnam,groundnut,0.92
Vietnam,millet,0.92
Vietnam,sugarcane,0.68
Vietnam,potato,0.6
Vietnam,soybean,0.52
Vietnam,cotton,0.47
Vietnam,sorghum,
Vietnam,sunflower,
Vietnam,sugarbeet,
Vietnam,rye,
Vietnam,oilpalm,
Vietnam,wheat,
Vietnam,barley,
Vietnam,rapeseed,
World,rapeseed,0.93
World,sugarbeet,0.92
World,soybean,0.91
World,sunflower,0.89
World,cotton,0.83
World,rice,0.8
World,sugarcane,0.77
World,maize,0.73
World,oilpalm,0.72
World,groundnut,0.72
World,millet,0.72
World,wheat,0.7
World,barley,0.7
World,cassava,0.68
World,potato,0.67
World,rye,0.64
World,sorghum,0.63
Yemen,millet,0.49
Yemen,cotton,0.46
Yemen,potato,0.44
Yemen,wheat,0.43
Yemen,sorghum,0.34
Yemen,barley,0.29
Yemen,maize,0.17
Yemen,rapeseed,
Yemen,oilpalm,
Yemen,rice,
Yemen,sugarbeet,
Yemen,soybean,
Yemen,rye,
Yemen,sugarcane,
Yemen,sunflower,
Yemen,cassava,
Yemen,groundnut,
Zambia,sugarcane,1
Zambia,wheat,1
Zambia,soybean,0.78
Zambia,potato,0.7
Zambia,maize,0.49
Zambia,millet,0.46
Zambia,sunflower,0.36
Zambia,barley,0.34
Zambia,cotton,0.34
Zambia,cassava,0.33
Zambia,groundnut,0.27
Zambia,rice,0.2
Zambia,sorghum,0.14
Zambia,rapeseed,
Zambia,oilpalm,
Zambia,sugarbeet,
Zambia,rye,
Zimbabwe,barley,1
Zimbabwe,sugarcane,0.7
Zimbabwe,potato,0.59
Zimbabwe,soybean,0.56
Zimbabwe,wheat,0.51
Zimbabwe,cassava,0.33
Zimbabwe,rice,0.28
Zimbabwe,sunflower,0.26
Zimbabwe,cotton,0.16
Zimbabwe,groundnut,0.12
Zimbabwe,maize,0.12
Zimbabwe,millet,0.11
Zimbabwe,sorghum,0.08
Zimbabwe,rye,
Zimbabwe,rapeseed,
Zimbabwe,oilpalm,
Zimbabwe,sugarbeet,
